1066.0342383	890.5760186	36.8130000	0.0037417
992.1340163	919.2409227	36.9608000	0.0097314
984.8342886	866.1452684	36.8758000	0.0058907
997.6561708	825.3513127	36.9204000	0.0033615
1027.8562740	826.4051521	36.8764000	0.0060663
1072.1846538	793.6482643	36.9094000	0.0190079
1121.9716712	823.6781659	36.8994000	0.0079561
1130.1433416	867.0811984	36.8656000	0.0064265
1118.3435939	920.5620138	36.9370000	0.0095917
1098.9738177	935.7809602	36.9574000	0.0071274
1076.4225813	956.7605274	37.0282000	0.0160842
1023.0394225	938.6601303	36.8964000	0.0027019
1028.2884435	876.8495646	36.8344000	0.0060249
1050.1534706	852.2951731	36.8218000	0.0030332
1076.4633461	846.8388158	36.8056000	0.0122801
1089.3072687	874.4104492	36.8370000	0.0077782
1072.7810463	887.4136024	36.8152000	0.0075299
1059.7386270	896.6542877	36.8218000	0.0088431
