1148.2092383	816.1050186	62.7362500
1074.3090163	844.7699227	62.8550012
1067.0092886	791.6742684	62.7737491
1079.8311708	750.8803127	62.8300005
1110.0312740	751.9341521	62.7799996
1154.3596538	719.1772643	62.8487501
1204.1466712	749.2071659	62.8049992
1212.3183416	792.6101984	62.7799994
1200.5185939	846.0910138	62.8612496
1181.1488177	861.3099602	62.8737494
1158.5975813	882.2895274	62.9424993
1105.2144225	864.1891303	62.8050006
1110.4634435	802.3785646	62.7299997
1132.3284706	777.8241731	62.7300003
1158.6383461	772.3678158	62.7299995
1171.4822687	799.9394492	62.7549997
1154.9560463	812.9426024	62.7362506
1141.9136270	822.1832877	62.7362501
