70.100000	1.875459
70.105001	1.925855
70.110003	1.979845
70.115002	2.076317
70.120003	2.138481
70.125002	2.207494
70.130002	2.282448
70.135002	2.358168
70.140002	2.447591
70.145003	2.533095
70.150003	2.630493
70.155002	2.734017
70.160003	2.848274
70.165003	2.967670
70.170003	3.094027
70.175004	3.230594
70.180004	3.368353
70.185004	3.530684
70.190003	3.706907
70.195004	3.796903
70.200003	3.993853
70.205003	4.204466
70.210004	4.439896
70.215003	4.687808
70.220004	4.964508
70.225003	5.256594
70.230004	5.587785
70.235002	5.932735
70.240003	6.317613
70.245003	6.647465
70.250003	7.080476
70.255002	7.610877
70.260004	8.143253
70.265004	8.616181
70.270003	9.296946
70.275002	9.996119
70.280002	10.811700
70.285002	11.442789
70.290004	12.341153
70.295002	13.296520
70.300003	14.304891
70.305002	15.363654
70.310003	16.444094
70.315004	17.297707
70.320003	18.336788
70.325003	19.298433
70.330004	20.100338
70.335003	20.504929
70.340004	20.905691
70.345003	21.072752
70.350004	20.952171
70.355003	20.549019
70.360003	19.913448
70.365004	19.089478
70.370004	18.050093
70.375004	16.946392
70.380005	15.701916
70.385004	14.747441
70.390004	13.530273
70.395004	12.528934
70.400004	11.453609
70.405004	10.556047
70.410004	9.721408
70.415004	9.083819
70.420005	8.337609
70.425003	7.706874
70.430005	7.101343
70.435003	6.759015
70.440004	6.256714
70.445004	5.798409
70.450004	5.384625
70.455003	5.125564
70.460004	4.799622
70.465003	4.489965
70.470004	4.201131
70.475004	4.037243
70.480003	3.785178
70.485004	3.560911
70.490003	3.364390
70.495003	3.177130
70.500004	3.006907
70.505003	2.922023
70.510004	2.776569
70.515004	2.641511
70.520003	2.518332
70.525003	2.404423
70.530003	2.301398
70.535002	2.208710
70.540003	2.120831
70.545001	2.090681
70.550003	2.010819
70.555003	1.943217
70.560004	1.878210
70.565002	1.816528
70.570003	1.762586
70.575004	1.713136
70.580004	1.665799
70.585003	1.657531
70.590005	1.618415
70.595004	1.578463
