1140.0270344	1020.7372275	63.9186212	21.0000000
1122.5311166	1044.3389306	63.9123701	14.0000000
1075.7547071	1035.2915382	63.9217452	14.0000000
1092.4919269	1005.7811234	63.8779928	19.0000000
1087.9209744	958.9931194	63.9436218	13.0000000
1151.3349950	922.9041021	63.9967539	17.0000000
1224.0275570	965.5440214	63.9655025	12.0000000
1194.4370689	995.0259492	63.8623594	12.0000000
1223.6583692	1036.7092075	63.9811190	16.0000000
1156.0466042	1088.8968968	63.9686229	17.0000000
1181.2226459	1045.7850161	63.9311227	20.0000000
1173.2949456	1006.1046801	63.9248704	16.0000000
1133.8610160	983.7924704	63.9186209	21.0000000
