1066.0342383	890.5760186	39.8882000
992.1340163	919.2409227	39.8568000
984.8342886	866.1452684	39.8448000
997.6561708	825.3513127	39.8114000
1027.8562740	826.4051521	39.8338000
1072.1846538	793.6482643	39.8156000
1121.9716712	823.6781659	39.8616000
1130.1433416	867.0811984	39.8870000
1118.3435939	920.5620138	39.9012000
1098.9738177	935.7809602	39.9012000
1076.4225813	956.7605274	39.8824000
1023.0394225	938.6601303	39.8856000
1028.2884435	876.8495646	39.8784000
1050.1534706	852.2951731	39.8562000
1076.4633461	846.8388158	39.8432000
1089.3072687	874.4104492	39.8664000
1072.7810463	887.4136024	39.8714000
1059.7386270	896.6542877	39.8672000
