1148.2092383	816.1050186	62.8212504
1074.3090163	844.7699227	63.0649990
1067.0092886	791.6742684	63.0400031
1079.8311708	750.8803127	63.0400093
1110.0312740	751.9341521	62.9024994
1154.3596538	719.1772643	63.0212507
1204.1466712	749.2071659	63.0712482
1212.3183416	792.6101984	63.0087477
1200.5185939	846.0910138	63.0524979
1181.1488177	861.3099602	63.0525006
1158.5975813	882.2895274	63.1337457
1105.2144225	864.1891303	63.0399993
1110.4634435	802.3785646	62.8649998
1132.3284706	777.8241731	62.8399998
1158.6383461	772.3678158	62.8712500
1171.4822687	799.9394492	62.8462496
1154.9560463	812.9426024	62.8274995
1141.9136270	822.1832877	62.8337497
