70.099999	2.456024
70.105002	2.521624
70.110002	2.020573
70.115001	2.079286
70.120004	2.146381
70.125002	2.216208
70.130003	2.292767
70.135002	2.372425
70.140002	2.457243
70.145003	2.549450
70.150003	2.648192
70.155003	2.758750
70.160004	2.872450
70.165003	2.989233
70.170004	3.122621
70.175004	3.260602
70.180004	3.408984
70.185003	3.570271
70.190004	3.747884
70.195004	3.941157
70.200004	4.149503
70.205003	4.369022
70.210003	4.613031
70.215004	4.869110
70.220003	5.045401
70.225003	5.349550
70.230004	5.684535
70.235002	6.054915
70.240003	6.452267
70.245003	6.884771
70.250004	7.366216
70.255003	7.881134
70.260004	8.354652
70.265004	8.969401
70.270003	9.654955
70.275003	10.406777
70.280004	11.018613
70.285003	11.898648
70.290003	12.826708
70.295002	13.796494
70.300004	14.705607
70.305004	15.775383
70.310004	16.856531
70.315003	17.933191
70.320003	18.709192
70.325003	19.604794
70.330004	20.349882
70.335004	20.891726
70.340005	21.034561
70.345003	21.069311
70.350004	20.842199
70.355004	20.333675
70.360005	19.606909
70.365003	18.673679
70.370004	17.593615
70.375003	16.439583
70.380004	15.437439
70.385004	14.199417
70.390004	13.008308
70.395004	11.884134
70.400005	11.134159
70.405004	10.217447
70.410005	9.364217
70.415005	8.626102
70.420004	8.145561
70.425004	7.539636
70.430004	6.956677
70.435003	6.429846
70.440004	6.081210
70.445004	5.644266
70.450005	5.250226
70.455003	4.901798
70.460004	4.688259
70.465003	4.383264
70.470004	4.106801
70.475003	3.857796
70.480004	3.708538
70.485003	3.493567
70.490003	3.296739
70.495002	3.118297
70.500004	2.956149
70.505002	2.804834
70.510003	2.730106
70.515003	2.601729
70.520003	2.482176
70.525001	2.372159
70.530002	2.275723
70.535004	2.181735
70.540002	2.097429
70.545002	2.019236
70.550004	1.991989
70.555001	1.925905
70.560003	1.862453
70.565004	1.804300
70.570003	1.750695
70.575003	1.701383
70.580005	1.655681
70.585003	1.613336
70.590003	1.608887
70.595004	1.570593
