1140.0270344	1020.7372275	64.0603062	19.0000000
1122.5311166	1044.3389306	64.0790986	22.0000000
1075.7547071	1035.2915382	64.0985723	21.0000000
1092.4919269	1005.7811234	64.0902266	21.0000000
1087.9209744	958.9931194	64.1212803	26.0000000
1151.3349950	922.9041021	64.1184170	8.0000000
1224.0275570	965.5440214	64.0759926	20.0000000
1194.4370689	995.0259492	64.1008924	21.0000000
1223.6583692	1036.7092075	64.0774932	36.0000000
1156.0466042	1088.8968968	64.0835144	21.0000000
1181.2226459	1045.7850161	64.0787287	21.0000000
1173.2949456	1006.1046801	64.0861850	20.0000000
1133.8610160	983.7924704	64.0915802	20.0000000
