66.205000	1.987134
66.210003	2.040325
66.215003	1.938704
66.220003	1.996482
66.225002	2.056036
66.230003	2.120242
66.235004	2.188896
66.240003	2.259716
66.245002	2.336729
66.250003	2.420014
66.255002	2.508611
66.260003	2.607546
66.265002	2.703684
66.270002	2.812449
66.275003	2.928180
66.280002	3.053453
66.285003	3.182358
66.290004	3.328335
66.295003	3.477562
66.300002	3.647763
66.305003	3.818672
66.310003	4.010992
66.315003	4.114401
66.320003	4.332140
66.325003	4.568248
66.330003	4.813142
66.335004	5.077651
66.340004	5.371915
66.345004	5.691095
66.350005	6.016912
66.355004	6.238401
66.360005	6.618728
66.365005	7.027591
66.370005	7.484341
66.375005	7.949338
66.380004	8.461570
66.385004	8.763537
66.390004	9.327663
66.395004	9.913104
66.400004	10.537165
66.405004	11.183759
66.410005	11.850969
66.415005	12.204961
66.420005	12.886266
66.425004	13.480410
66.430005	14.073485
66.435005	14.579495
66.440004	14.928465
66.445004	15.073579
66.450005	14.949056
66.455004	14.531247
66.460004	13.885828
66.465004	13.326743
66.470003	12.414063
66.475003	11.910469
66.480003	11.330792
66.485004	11.349719
66.490002	11.268685
66.495003	11.277909
66.500003	11.231298
66.505003	11.381293
66.510004	10.978583
66.515003	10.420113
66.520004	9.703824
66.525003	8.908997
66.530004	8.085434
66.535004	7.560711
66.540005	6.844494
66.545003	6.191722
66.550004	5.601658
66.555003	5.257540
66.560003	4.779348
66.565003	4.349980
66.570003	3.980287
66.575004	3.749746
66.580003	3.457558
66.585004	3.197902
66.590004	2.961804
66.595004	2.759709
66.600005	2.576488
66.605005	2.482665
66.610005	2.336914
66.615004	2.203662
66.620004	2.084411
66.625004	1.983442
66.630005	1.888273
66.635004	1.806418
66.640005	1.732740
66.645005	1.704708
66.650004	1.642549
66.655004	1.587037
66.660004	1.536608
66.665005	1.491610
66.670005	1.447476
66.675006	1.409189
66.680005	1.373076
66.685006	1.340696
66.690005	1.307956
66.695005	1.282729
66.700004	1.258229
