1066.0342383	890.5760186	36.8110000	0.0048990
992.1340163	919.2409227	36.9596000	0.0094499
984.8342886	866.1452684	36.8750000	0.0065955
997.6561708	825.3513127	36.9178000	0.0043818
1027.8562740	826.4051521	36.8756000	0.0050299
1072.1846538	793.6482643	36.9086000	0.0182702
1121.9716712	823.6781659	36.8992000	0.0080747
1130.1433416	867.0811984	36.8648000	0.0058481
1118.3435939	920.5620138	36.9350000	0.0088034
1098.9738177	935.7809602	36.9562000	0.0072938
1076.4225813	956.7605274	37.0272000	0.0171085
1023.0394225	938.6601303	36.8958000	0.0013038
1028.2884435	876.8495646	36.8338000	0.0054955
1050.1534706	852.2951731	36.8200000	0.0026458
1076.4633461	846.8388158	36.8048000	0.0125976
1089.3072687	874.4104492	36.8362000	0.0066106
1072.7810463	887.4136024	36.8140000	0.0070711
1059.7386270	896.6542877	36.8206000	0.0074027
