1066.034238	890.5760186	36.9506
992.1340163	919.2409227	37.13
984.8342886	866.1452684	37.0642
997.6561708	825.3513127	37.0644
1027.856274	826.4051521	36.9852
1072.184654	793.6482643	37.067
1121.971671	823.6781659	37.0748
1130.143342	867.0811984	37.039
1118.343594	920.5620138	37.1118
1098.973818	935.7809602	37.0952
1076.422581	956.7605274	37.1724
1023.039423	938.6601303	37.0724
1028.288444	876.8495646	36.991
1050.153471	852.2951731	36.9664
1076.463346	846.8388158	36.9588
1089.307269	874.4104492	36.9704
1072.781046	887.4136024	36.9632
1059.738627	896.6542877	36.9608
