842.7733368	795.6277171	75.8479985	15.0000000
794.1656637	750.1313714	75.7979966	16.0000000
786.7747039	763.8922001	75.7917449	15.0000000
802.7305893	762.2100010	75.8136205	17.0000000
793.8310247	802.2168153	75.8042470	17.0000000
794.3500024	853.3041436	75.8011328	18.0000000
843.8253143	881.0930460	75.8386188	15.0000000
843.3743524	796.2601038	75.8386199	18.0000000
843.4358106	722.2702533	75.8323695	11.0000000
891.0916052	747.0433998	75.8011330	18.0000000
885.1847345	781.8905827	75.8136276	20.0000000
900.8863545	782.0017649	75.8042466	17.0000000
892.9311784	802.1693750	75.8167459	16.0000000
893.4068267	853.1565861	75.8167496	16.0000000
