1148.2092383	816.1050186	65.8550669
1074.3090163	844.7699227	65.8550714
1067.0092886	791.6742684	65.8550685
1079.8311708	750.8803127	65.8550672
1110.0312740	751.9341521	65.8550727
1154.3596538	719.1772643	65.8550682
1204.1466712	749.2071659	65.8550710
1212.3183416	792.6101984	65.8550654
1200.5185939	846.0910138	65.8550653
1181.1488177	861.3099602	65.8550729
1158.5975813	882.2895274	65.8550647
1105.2144225	864.1891303	65.8550719
1110.4634435	802.3785646	65.8550712
1132.3284706	777.8241731	65.8550670
1158.6383461	772.3678158	65.8550725
1171.4822687	799.9394492	65.8550704
1154.9560463	812.9426024	65.8550657
1141.9136270	822.1832877	65.8550750
