1159.4879736	993.2452568	63.6347342
1166.7942123	1017.2790949	63.6347363
1124.8802395	1017.9709767	63.6347557
1138.3779697	981.4749433	63.6347413
1166.3452828	981.1632571	63.6347341
1096.6712170	994.1259640	63.6347135
1134.6975466	963.7414974	63.6347542
1169.2783713	951.0041249	63.6347363
1197.3939775	999.0593840	63.6347280
1181.3386900	1053.7455893	63.6347498
1125.5153559	1054.2027058	63.6347340
1094.3649849	1060.8501320	63.6347364
1072.4486965	1012.7137832	63.6347350
1071.8477400	964.1910348	63.6347406
1116.9399830	933.5419835	63.6347582
1155.0866116	926.9350797	63.6347490
1190.2594070	950.6728739	63.6347351
1218.4079496	962.5872648	63.6347327
1222.1860485	992.6048884	63.6347308
1219.5110320	1046.9280945	63.6347356
1188.1928458	1065.5542305	63.6347170
1146.6142606	1090.4848498	63.6347206
