1135.2631145	792.1086922	65.8549973
1121.0520244	839.4410169	65.8550024
1096.3886150	813.3470480	65.8550005
1111.0814333	760.9017422	65.8550036
1161.1216728	741.3446853	65.8549986
1182.6008495	805.0242259	65.8549973
1158.9240208	832.6095166	65.8549986
1099.6515726	865.3196550	65.8549993
1068.7830315	832.0304573	65.8550014
1069.1066742	771.4104976	65.8549970
1078.8118345	752.7139105	65.8550024
1099.2648355	745.8574771	65.8550025
1147.7950320	732.7683077	65.8549975
1213.3534123	754.1695200	65.8549995
1223.3300998	775.8950862	65.8550017
1198.6057913	803.2130161	65.8550023
1217.9893557	840.1639611	65.8550008
1178.2284057	872.4314433	65.8549989
1139.8482472	884.9218311	65.8550014
1150.9344713	787.5255671	65.8550008
