1144.7513219	1019.6838781	65.6815859
1070.1013620	963.0763969	65.6815774
1067.8797666	1050.5423704	65.6815871
1144.2582054	1092.2842001	65.6815743
1146.0084503	989.9524517	65.6815895
1143.5761450	917.7263176	65.6815913
1217.8416362	963.1949768	65.6815925
1219.1583797	1048.6132756	65.6815887
1099.3448752	1003.7019052	65.6815903
1122.8618460	1042.3360187	65.6815951
1173.2246820	1033.3857958	65.6815864
1183.9561341	1004.9832141	65.6815909
1162.9668503	967.4067083	65.6815855
1115.8382997	973.9921227	65.6815914
