218.691	999.170	68.999
228.691	999.170	68.999
227.351	1004.170	68.999
223.691	1007.830	68.999
218.691	1009.170	68.999
213.691	1007.830	68.999
210.031	1004.170	68.999
208.691	999.170	68.999
210.031	994.170	68.999
213.691	990.510	68.999
218.691	989.170	68.999
223.691	990.510	68.999
227.351	994.170	68.999
248.691	999.170	68.999
244.672	1014.170	68.999
233.691	1025.151	68.999
218.691	1029.170	68.999
203.691	1025.151	68.999
192.710	1014.170	68.999
188.691	999.170	68.999
192.710	984.170	68.999
203.691	973.189	68.999
218.691	969.170	68.999
233.691	973.189	68.999
244.672	984.170	68.999
268.691	999.170	68.999
261.992	1024.170	68.999
243.691	1042.471	68.999
218.691	1049.170	68.999
193.691	1042.471	68.999
175.390	1024.170	68.999
168.691	999.170	68.999
175.390	974.170	68.999
193.691	955.869	68.999
218.691	949.170	68.999
243.691	955.869	68.999
261.992	974.170	68.999
288.691	999.170	68.999
279.313	1034.170	68.999
253.691	1059.792	68.999
218.691	1069.170	68.999
183.691	1059.792	68.999
158.069	1034.170	68.999
148.691	999.170	68.999
158.069	964.170	68.999
183.691	938.548	68.999
218.691	929.170	68.999
253.691	938.548	68.999
279.313	964.170	68.999
