269.245	808.967	68.490
279.245	808.967	68.490
277.905	813.967	68.490
274.245	817.627	68.490
269.245	818.967	68.490
264.245	817.627	68.490
260.585	813.967	68.490
259.245	808.967	68.490
260.585	803.967	68.490
264.245	800.307	68.490
269.245	798.967	68.490
274.245	800.307	68.490
277.905	803.967	68.490
299.245	808.967	68.490
295.226	823.967	68.490
284.245	834.948	68.490
269.245	838.967	68.490
254.245	834.948	68.490
243.264	823.967	68.490
239.245	808.967	68.490
243.264	793.967	68.490
254.245	782.986	68.490
269.245	778.967	68.490
284.245	782.986	68.490
295.226	793.967	68.490
319.245	808.967	68.490
312.546	833.967	68.490
294.245	852.268	68.490
269.245	858.967	68.490
244.245	852.268	68.490
225.944	833.967	68.490
219.245	808.967	68.490
225.944	783.967	68.490
244.245	765.666	68.490
269.245	758.967	68.490
294.245	765.666	68.490
312.546	783.967	68.490
339.245	808.967	68.490
329.867	843.967	68.490
304.245	869.589	68.490
269.245	878.967	68.490
234.245	869.589	68.490
208.623	843.967	68.490
199.245	808.967	68.490
208.623	773.967	68.490
234.245	748.345	68.490
269.245	738.967	68.490
304.245	748.345	68.490
329.867	773.967	68.490
